compkey,unitdesc,onstreet,blockface_name,weekday_day,weekday_night,weekend_day,weekend_night,combo_class
8155,7TH AVE BETWEEN MADISON ST OFF RP AND MADISON ST,7TH AVE,7TH AVE BETWEEN MADISON ST OFF RP AND MADISON ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8156,7TH AVE BETWEEN MADISON ST AND SPRING ST,7TH AVE,7TH AVE BETWEEN MADISON ST AND SPRING ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8159,7TH AVE BETWEEN PINE ST AND OLIVE WAY,7TH AVE,7TH AVE BETWEEN PINE ST AND OLIVE WAY,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8272,8TH AVE BETWEEN JAMES ST AND CHERRY ST,8TH AVE,8TH AVE BETWEEN JAMES ST AND CHERRY ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8273,8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,8TH AVE,8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8274,8TH AVE BETWEEN COLUMBIA ST AND MARION ST,8TH AVE,8TH AVE BETWEEN COLUMBIA ST AND MARION ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8275,8TH AVE BETWEEN MARION ST AND MADISON ST,8TH AVE,8TH AVE BETWEEN MARION ST AND MADISON ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8276,8TH AVE BETWEEN MADISON ST AND SPRING ST,8TH AVE,8TH AVE BETWEEN MADISON ST AND SPRING ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8277,8TH AVE BETWEEN SPRING ST AND SENECA ST,8TH AVE,8TH AVE BETWEEN SPRING ST AND SENECA ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8509,9TH AVE BETWEEN E FIR ST AND ALDER ST,9TH AVE,9TH AVE BETWEEN E FIR ST AND ALDER ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8511,9TH AVE BETWEEN JEFFERSON ST AND JAMES ST,9TH AVE,9TH AVE BETWEEN JEFFERSON ST AND JAMES ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8513,9TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,9TH AVE,9TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8514,9TH AVE BETWEEN COLUMBIA ST AND MARION ST,9TH AVE,9TH AVE BETWEEN COLUMBIA ST AND MARION ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8515,9TH AVE BETWEEN MARION ST AND MADISON ST,9TH AVE,9TH AVE BETWEEN MARION ST AND MADISON ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8516,9TH AVE BETWEEN MADISON ST AND SPRING ST,9TH AVE,9TH AVE BETWEEN MADISON ST AND SPRING ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8517,9TH AVE BETWEEN SPRING ST AND SENECA ST,9TH AVE,9TH AVE BETWEEN SPRING ST AND SENECA ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8518,9TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,9TH AVE,9TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8521,9TH AVE BETWEEN PINE ST AND OLIVE WAY,9TH AVE,9TH AVE BETWEEN PINE ST AND OLIVE WAY,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8721,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,ALASKAN WAY,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,Under-saturated,Under-saturated,Optimal,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Optimal | weenend_night: Optimal
8723,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,ALASKAN WAY,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,Under-saturated,Under-saturated,Optimal,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Optimal | weenend_night: Optimal
8724,ALASKAN WAY BETWEEN UNION ST AND PIKE HILL CLIMB,ALASKAN WAY,ALASKAN WAY BETWEEN UNION ST AND PIKE HILL CLIMB,Under-saturated,Under-saturated,Optimal,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Optimal | weenend_night: Under-saturated
8727,ALASKAN WAY BETWEEN VIRGINIA ST AND LENORA ST,ALASKAN WAY,ALASKAN WAY BETWEEN VIRGINIA ST AND LENORA ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8728,ALASKAN WAY BETWEEN LENORA ST AND BLANCHARD ST,ALASKAN WAY,ALASKAN WAY BETWEEN LENORA ST AND BLANCHARD ST,Under-saturated,Under-saturated,,,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day nan | weenend_night: nan
8729,ALASKAN WAY BETWEEN BLANCHARD ST AND XW BELL ST,ALASKAN WAY,ALASKAN WAY BETWEEN BLANCHARD ST AND XW BELL ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8730,ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,ALASKAN WAY,ALASKAN WAY BETWEEN XW BELL ST AND WALL ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8731,ALASKAN WAY BETWEEN WALL ST AND VINE ST,ALASKAN WAY,ALASKAN WAY BETWEEN WALL ST AND VINE ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8732,ALASKAN WAY BETWEEN VINE ST AND CLAY ST,ALASKAN WAY,ALASKAN WAY BETWEEN VINE ST AND CLAY ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8733,ALASKAN WAY BETWEEN CLAY ST AND BROAD ST,ALASKAN WAY,ALASKAN WAY BETWEEN CLAY ST AND BROAD ST,Optimal,Optimal,Optimal,Optimal,weekday_day Optimal | weekday_night Optimal | weekend_day Optimal | weenend_night: Optimal
8746,ALASKAN ER WAY BETWEEN MARION ST AND MADISON ST,ALASKAN ER WAY,ALASKAN ER WAY BETWEEN MARION ST AND MADISON ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8747,ALASKAN ER WAY BETWEEN MADISON ST AND SPRING ST,ALASKAN ER WAY,ALASKAN ER WAY BETWEEN MADISON ST AND SPRING ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8753,ALASKAN ER WAY S BETWEEN YESLER WAY AND S WASHINGTON ST,ALASKAN ER WAY S,ALASKAN ER WAY S BETWEEN YESLER WAY AND S WASHINGTON ST,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
8754,ALASKAN ER WAY S BETWEEN S WASHINGTON ST AND S MAIN ST,ALASKAN ER WAY S,ALASKAN ER WAY S BETWEEN S WASHINGTON ST AND S MAIN ST,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
8756,ALASKAN ER WAY S BETWEEN S JACKSON ST AND S KING ST,ALASKAN ER WAY S,ALASKAN ER WAY S BETWEEN S JACKSON ST AND S KING ST,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
8778,ALDER ST BETWEEN DEAD END AND 9TH AVE,ALDER ST,ALDER ST BETWEEN DEAD END AND 9TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8779,ALDER ST BETWEEN 9TH AVE AND TERRY AVE,ALDER ST,ALDER ST BETWEEN 9TH AVE AND TERRY AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
8780,ALDER ST BETWEEN TERRY AVE AND BROADWAY,ALDER ST,ALDER ST BETWEEN TERRY AVE AND BROADWAY,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9071,BATTERY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,BATTERY ST,BATTERY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9073,BATTERY ST BETWEEN 1ST AVE AND 2ND AVE,BATTERY ST,BATTERY ST BETWEEN 1ST AVE AND 2ND AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9074,BATTERY ST BETWEEN 2ND AVE AND 3RD AVE,BATTERY ST,BATTERY ST BETWEEN 2ND AVE AND 3RD AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9075,BATTERY ST BETWEEN 3RD AVE AND 4TH AVE,BATTERY ST,BATTERY ST BETWEEN 3RD AVE AND 4TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9077,BATTERY ST BETWEEN 5TH AVE AND AURORA AVE,BATTERY ST,BATTERY ST BETWEEN 5TH AVE AND AURORA AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9084,BAY ST BETWEEN WESTERN AVE AND 1ST AVE,BAY ST,BAY ST BETWEEN WESTERN AVE AND 1ST AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9201,BELL ST BETWEEN 4TH AVE AND 5TH AVE,BELL ST,BELL ST BETWEEN 4TH AVE AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9202,BELL ST BETWEEN 5TH AVE AND 6TH AVE,BELL ST,BELL ST BETWEEN 5TH AVE AND 6TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9290,BLANCHARD ST BETWEEN WESTERN AVE AND 1ST AVE,BLANCHARD ST,BLANCHARD ST BETWEEN WESTERN AVE AND 1ST AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9291,BLANCHARD ST BETWEEN 1ST AVE AND 2ND AVE,BLANCHARD ST,BLANCHARD ST BETWEEN 1ST AVE AND 2ND AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9293,BLANCHARD ST BETWEEN 3RD AVE AND 4TH AVE,BLANCHARD ST,BLANCHARD ST BETWEEN 3RD AVE AND 4TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9294,BLANCHARD ST BETWEEN 4TH AVE AND 5TH AVE,BLANCHARD ST,BLANCHARD ST BETWEEN 4TH AVE AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9295,BLANCHARD ST BETWEEN 5TH AVE AND 6TH AVE,BLANCHARD ST,BLANCHARD ST BETWEEN 5TH AVE AND 6TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9369,BOYLSTON AVE BETWEEN MARION ST AND MADISON ST,BOYLSTON AVE,BOYLSTON AVE BETWEEN MARION ST AND MADISON ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9370,BOYLSTON AVE BETWEEN MADISON ST AND SPRING ST,BOYLSTON AVE,BOYLSTON AVE BETWEEN MADISON ST AND SPRING ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9371,BOYLSTON AVE BETWEEN SPRING ST AND SENECA ST,BOYLSTON AVE,BOYLSTON AVE BETWEEN SPRING ST AND SENECA ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9372,BOYLSTON AVE BETWEEN SENECA ST AND UNIVERSITY W ST,BOYLSTON AVE,BOYLSTON AVE BETWEEN SENECA ST AND UNIVERSITY W ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9412,BROAD ST BETWEEN WESTERN AVE AND 1ST AVE,BROAD ST,BROAD ST BETWEEN WESTERN AVE AND 1ST AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9414,BROAD ST BETWEEN 2ND AVE AND 3RD AVE,BROAD ST,BROAD ST BETWEEN 2ND AVE AND 3RD AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9429,BROADWAY BETWEEN YESLER WAY AND E FIR ST,BROADWAY,BROADWAY BETWEEN YESLER WAY AND E FIR ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9442,BROADWAY BETWEEN BOYLSTON AVE AND MARION ST,BROADWAY,BROADWAY BETWEEN BOYLSTON AVE AND MARION ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9443,BROADWAY BETWEEN MARION ST AND MADISON ST,BROADWAY,BROADWAY BETWEEN MARION ST AND MADISON ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9445,BROADWAY BETWEEN HARVARD AVE AND E UNION ST,BROADWAY,BROADWAY BETWEEN HARVARD AVE AND E UNION ST,Under-saturated,Optimal,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Optimal | weekend_day Under-saturated | weenend_night: Optimal
9638,CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,CEDAR ST,CEDAR ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9639,CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,CEDAR ST,CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9640,CEDAR ST BETWEEN 1ST AVE AND 2ND AVE,CEDAR ST,CEDAR ST BETWEEN 1ST AVE AND 2ND AVE,Under-saturated,Under-saturated,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Optimal
9641,CEDAR ST BETWEEN 2ND AVE AND 3RD AVE,CEDAR ST,CEDAR ST BETWEEN 2ND AVE AND 3RD AVE,Under-saturated,Under-saturated,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Optimal
9642,CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,CEDAR ST,CEDAR ST BETWEEN 3RD AVE AND 4TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9643,CEDAR ST BETWEEN 4TH AVE AND DENNY WAY,CEDAR ST,CEDAR ST BETWEEN 4TH AVE AND DENNY WAY,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9659,CHERRY ST BETWEEN 1ST AVE AND 2ND AVE,CHERRY ST,CHERRY ST BETWEEN 1ST AVE AND 2ND AVE,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
9660,CHERRY ST BETWEEN 2ND AVE AND 3RD AVE,CHERRY ST,CHERRY ST BETWEEN 2ND AVE AND 3RD AVE,Under-saturated,,Under-saturated,,weekday_day Under-saturated | weekday_night nan | weekend_day Under-saturated | weenend_night: nan
9661,CHERRY ST BETWEEN 3RD AVE AND 4TH AVE,CHERRY ST,CHERRY ST BETWEEN 3RD AVE AND 4TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9662,CHERRY ST BETWEEN 4TH AVE AND 5TH AVE,CHERRY ST,CHERRY ST BETWEEN 4TH AVE AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9665,CHERRY ST BETWEEN 7TH AVE AND 8TH AVE,CHERRY ST,CHERRY ST BETWEEN 7TH AVE AND 8TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9666,CHERRY ST BETWEEN 8TH AVE AND 9TH AVE,CHERRY ST,CHERRY ST BETWEEN 8TH AVE AND 9TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9667,CHERRY ST BETWEEN 9TH AVE AND TERRY AVE,CHERRY ST,CHERRY ST BETWEEN 9TH AVE AND TERRY AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9668,CHERRY ST BETWEEN TERRY AVE AND BOREN AVE,CHERRY ST,CHERRY ST BETWEEN TERRY AVE AND BOREN AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9669,CHERRY ST BETWEEN BOREN AVE AND MINOR AVE,CHERRY ST,CHERRY ST BETWEEN BOREN AVE AND MINOR AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9670,CHERRY ST BETWEEN MINOR AVE AND BROADWAY,CHERRY ST,CHERRY ST BETWEEN MINOR AVE AND BROADWAY,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9682,CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,CLAY ST,CLAY ST BETWEEN ELLIOTT AVE AND WESTERN AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9683,CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,CLAY ST,CLAY ST BETWEEN WESTERN AVE AND 1ST AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9684,CLAY ST BETWEEN 1ST AVE AND 2ND AVE,CLAY ST,CLAY ST BETWEEN 1ST AVE AND 2ND AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9685,CLAY ST BETWEEN 2ND AVE AND 3RD AVE,CLAY ST,CLAY ST BETWEEN 2ND AVE AND 3RD AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9686,CLAY ST BETWEEN 3RD AVE AND 4TH AVE,CLAY ST,CLAY ST BETWEEN 3RD AVE AND 4TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9730,COLUMBIA ST BETWEEN 3RD AVE AND 4TH AVE,COLUMBIA ST,COLUMBIA ST BETWEEN 3RD AVE AND 4TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9731,COLUMBIA ST BETWEEN 4TH AVE AND 5TH AVE,COLUMBIA ST,COLUMBIA ST BETWEEN 4TH AVE AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9732,COLUMBIA ST BETWEEN 5TH AVE AND 6TH AVE,COLUMBIA ST,COLUMBIA ST BETWEEN 5TH AVE AND 6TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9733,COLUMBIA ST BETWEEN 7TH AVE AND 8TH AVE,COLUMBIA ST,COLUMBIA ST BETWEEN 7TH AVE AND 8TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9734,COLUMBIA ST BETWEEN 8TH AVE AND 9TH AVE,COLUMBIA ST,COLUMBIA ST BETWEEN 8TH AVE AND 9TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9735,COLUMBIA ST BETWEEN 9TH AVE AND TERRY AVE,COLUMBIA ST,COLUMBIA ST BETWEEN 9TH AVE AND TERRY AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
9736,COLUMBIA ST BETWEEN TERRY AVE AND BOREN AVE,COLUMBIA ST,COLUMBIA ST BETWEEN TERRY AVE AND BOREN AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
10139,EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,EAGLE ST,EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,Under-saturated,Under-saturated,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Optimal
10140,EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,EAGLE ST,EAGLE ST BETWEEN 1ST AVE AND 2ND WR AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
10200,ELLIOTT AVE BETWEEN LENORA ST AND BLANCHARD ST,ELLIOTT AVE,ELLIOTT AVE BETWEEN LENORA ST AND BLANCHARD ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
10203,ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,ELLIOTT AVE,ELLIOTT AVE BETWEEN BELL ST AND BATTERY ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
10204,ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,ELLIOTT AVE,ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
10205,ELLIOTT AVE BETWEEN WALL ST AND VINE ST,ELLIOTT AVE,ELLIOTT AVE BETWEEN WALL ST AND VINE ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
10206,ELLIOTT AVE BETWEEN VINE ST AND CEDAR ST,ELLIOTT AVE,ELLIOTT AVE BETWEEN VINE ST AND CEDAR ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
