compkey,unitdesc,onstreet,blockface_name,weekday_day,weekday_night,weekend_day,weekend_night,combo_class
726976,SR99 TUNNEL NB BETWEEN ALASKAN WY VI NB AND SR99 REPUBLICAN OFF RP,SR99 TUNNEL NB,VIRGINIA ST BETWEEN 1ST AVE AND 2ND AVE,Under-saturated,Under-saturated,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Optimal
726976,SR99 TUNNEL NB BETWEEN ALASKAN WY VI NB AND SR99 REPUBLICAN OFF RP,SR99 TUNNEL NB,WALL ST BETWEEN 5TH AVE AND 6TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
726976,SR99 TUNNEL NB BETWEEN ALASKAN WY VI NB AND SR99 REPUBLICAN OFF RP,SR99 TUNNEL NB,WESTERN AVE BETWEEN COLUMBIA ST AND MARION ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
726977,SR99 TUNNEL SB BETWEEN 6TH AVE N ON RP AND ALASKAN WY VI SB,SR99 TUNNEL SB,1ST AVE BETWEEN STEWART ST AND VIRGINIA ST,Under-saturated,Under-saturated,Optimal,Over-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Optimal | weenend_night: Over-saturated
726977,SR99 TUNNEL SB BETWEEN 6TH AVE N ON RP AND ALASKAN WY VI SB,SR99 TUNNEL SB,3RD AVE BETWEEN BLANCHARD ST AND BELL ST,Under-saturated,Under-saturated,Under-saturated,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Optimal
726977,SR99 TUNNEL SB BETWEEN 6TH AVE N ON RP AND ALASKAN WY VI SB,SR99 TUNNEL SB,4TH AVE BETWEEN BELL ST AND BATTERY ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
726977,SR99 TUNNEL SB BETWEEN 6TH AVE N ON RP AND ALASKAN WY VI SB,SR99 TUNNEL SB,5TH AVE BETWEEN BATTERY ST AND WALL ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
726977,SR99 TUNNEL SB BETWEEN 6TH AVE N ON RP AND ALASKAN WY VI SB,SR99 TUNNEL SB,BATTERY ST BETWEEN 4TH AVE AND 5TH AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
726977,SR99 TUNNEL SB BETWEEN 6TH AVE N ON RP AND ALASKAN WY VI SB,SR99 TUNNEL SB,BLANCHARD ST BETWEEN 2ND AVE AND 3RD AVE,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
726977,SR99 TUNNEL SB BETWEEN 6TH AVE N ON RP AND ALASKAN WY VI SB,SR99 TUNNEL SB,MADISON ST BETWEEN WESTERN AVE AND POST AVE,Under-saturated,Under-saturated,Optimal,Optimal,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Optimal | weenend_night: Optimal
726977,SR99 TUNNEL SB BETWEEN 6TH AVE N ON RP AND ALASKAN WY VI SB,SR99 TUNNEL SB,WESTERN AVE BETWEEN MARION ST AND MADISON ST,Under-saturated,Under-saturated,Under-saturated,Under-saturated,weekday_day Under-saturated | weekday_night Under-saturated | weekend_day Under-saturated | weenend_night: Under-saturated
